,Suburb,Address,Rooms,Type,Price,Date,Distance,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Latitude,Longitude,Regionname,Propertycount,train_station_id,train_station_name,distance_to_train_station,closest_school,distance_to_closest_school,Year,Month
9068,Hampton East,1/2 Flowerdale Rd,3,u,957000,2017/6/24,13.8,2,2,254,113,1994,-37.94313,145.03501,Southern Metropolitan,2356,19872,Highett Railway Station (Highett),0.84,Moorabbin Primary School,0.42,2017,6
9069,Hawthorn,5/350 Auburn Rd,3,t,1236000,2017/6/24,5.3,2,2,159,,2000,-37.83179,145.04293,Southern Metropolitan,11308,19903,Auburn Railway Station (Hawthorn East),1.08,Auburn South Primary School,0.87,2017,6
9070,Hawthorn,18 Belgrave St,3,h,1750000,2017/6/24,5.3,2,0,234,,,-37.82839,145.04086,Southern Metropolitan,11308,19903,Auburn Railway Station (Hawthorn East),0.8,Swinburne Senior Secondary College,0.58,2017,6
9071,Hawthorn,8 Kinkora Rd,4,h,2010000,2017/6/24,5.3,3,3,451,,1970,-37.81633,145.02833,Southern Metropolitan,11308,19905,Hawthorn Railway Station (Hawthorn),0.78,Xavier College,0.37,2017,6
9072,Hawthorn,1/30 Lisson Gr,2,h,1480000,2017/6/24,5.3,0,0,241,,,-37.82679,145.03021,Southern Metropolitan,11308,19904,Glenferrie Railway Station (Hawthorn),0.81,Erasmus Primary School,0.1,2017,6
9073,Hawthorn,9 Manchester St,2,h,1682000,2017/6/24,5.3,1,1,264,97,1910,-37.8285,145.04022,Southern Metropolitan,11308,19903,Auburn Railway Station (Hawthorn East),0.84,St Joseph's School,0.57,2017,6
9074,Heidelberg,2/60 Darebin St,4,u,915000,2017/6/24,8.9,2,2,419,,,-37.7537,145.06341,Eastern Metropolitan,2890,19935,Heidelberg Railway Station (Heidelberg),0.45,Heidelberg Primary School,0.4,2017,6
9075,Heidelberg,3/186 Hawdon St,3,t,781000,2017/6/24,8.9,2,2,137,,2000,-37.74888,145.06593,Eastern Metropolitan,2890,19936,Rosanna Railway Station (Rosanna),0.67,Heidelberg Primary School,0.67,2017,6
9076,Highett,4 Major St,4,h,1300000,2017/6/24,16,2,2,604,,,-37.94783,145.03983,Southern Metropolitan,4794,19872,Highett Railway Station (Highett),0.19,Moorabbin Primary School,0.65,2017,6
9077,Dingley Village,13 Dorrington Ct,3,h,801000,2017/6/24,22.2,2,1,526,189,1980,-37.98217,145.14061,South-Eastern Metropolitan,3940,19891,Sandown Park Railway Station (Springvale),3.46,Dingley Primary School,0.71,2017,6
9078,Dingley Village,1 Chadree Ct,3,h,840000,2017/6/24,22.2,2,2,542,,,-37.98536,145.13434,South-Eastern Metropolitan,3940,19891,Sandown Park Railway Station (Springvale),4.07,Dingley Primary School,0.35,2017,6
9079,Deer Park,1 Quinn St,3,h,645000,2017/6/24,14.8,1,2,586,,1990,-37.7728,144.76941,Western Metropolitan,6388,19982,Deer Park Railway Station (Deer Park),0.61,Deer Park West Primary School,0.45,2017,6
9080,Blackburn,14 Kerr St,4,h,1562000,2017/6/24,13.4,2,1,592,,,-37.81175,145.14214,Eastern Metropolitan,5713,19897,Laburnum Railway Station (Blackburn),1.01,Blackburn High School,0.7,2017,6
9081,Blackburn,31 Stanley Gr,3,h,1530000,2017/6/24,13.4,1,2,785,,,-37.81321,145.14635,Eastern Metropolitan,5713,19898,Blackburn Railway Station (Blackburn),0.83,Blackburn High School,0.44,2017,6
9082,Blackburn South,14 Indra Rd,3,h,1264000,2017/6/24,13.4,1,2,579,126,1960,-37.83831,145.13985,Eastern Metropolitan,4387,19897,Laburnum Railway Station (Blackburn),1.95,Orchard Grove Primary School,0.62,2017,6
9083,Braybrook,15 McLennan St,3,h,810000,2017/6/24,8.6,1,2,649,,,-37.78261,144.84954,Western Metropolitan,3589,22241,Sunshine Railway Station (Sunshine),1.61,Sunshine Harvester Primary School,0.34,2017,6
9084,Braybrook,15 Myalla St,2,h,570000,2017/6/24,8.6,1,2,567,74,1950,-37.7877,144.84757,Western Metropolitan,3589,22241,Sunshine Railway Station (Sunshine),1.3,Caroline Chisholm Catholic College,0.3,2017,6
9085,Brighton East,167 Thomas St,3,h,1300000,2017/6/24,10.3,1,2,684,77,1940,-37.90514,145.02524,Southern Metropolitan,6938,19940,McKinnon Railway Station (Mckinnon),1.28,Ormond Primary School,0.77,2017,6
9086,Brunswick,240 Barkly St,3,h,1275000,2017/6/24,5.2,1,1,406,156,1900,-37.77655,144.96325,Northern Metropolitan,11918,19969,Jewell Railway Station (Brunswick),0.44,Princes Hill Primary School,0.6,2017,6
9087,Brunswick,40 Blair St,2,h,900000,2017/6/24,5.2,1,0,191,,,-37.77012,144.96476,Northern Metropolitan,11918,19968,Brunswick Railway Station (Brunswick),0.53,Sydney Road Community School,0.26,2017,6
9088,Brunswick,1/15 Cassels Rd,2,u,520000,2017/6/24,5.2,1,1,0,,,-37.75788,144.95935,Northern Metropolitan,11918,19967,Anstey Railway Station (Brunswick),0.39,Moreland Primary School,0.7,2017,6
9089,Brunswick,25 Ford St,3,h,1204000,2017/6/24,5.2,1,0,186,101,1890,-37.76227,144.95649,Northern Metropolitan,11918,19967,Anstey Railway Station (Brunswick),0.39,Brunswick North Primary School,0.6,2017,6
9090,Brunswick,14 Peveril St,2,h,730000,2017/6/24,5.2,1,0,190,,,-37.75676,144.96286,Northern Metropolitan,11918,19966,Moreland Railway Station (Coburg),0.27,Moreland Primary School,0.37,2017,6
9091,Blackburn,1/10 Duckham St,3,h,880000,2017/6/24,13.4,1,1,335,110,1960,-37.82876,145.13809,Eastern Metropolitan,5713,19897,Laburnum Railway Station (Blackburn),0.92,Laburnum Primary School,0.21,2017,6
9092,Brunswick West,1 Egginton St,4,h,1268000,2017/6/24,5.2,2,2,645,217,1950,-37.76097,144.93933,Northern Metropolitan,7082,20038,Moonee Ponds Railway Station (Moonee Ponds),1.85,St Joseph's School,0.35,2017,6
9093,Bentleigh East,12 Kennedy St,4,h,1815000,2017/6/24,13.8,3,2,933,107,1960,-37.91954,145.07637,Southern Metropolitan,10969,19917,Oakleigh Railway Station (Oakleigh),2.38,Coatesville Primary School,0.25,2017,6
9094,Abbotsford,2 Federation La,3,h,855000,2017/6/24,3,2,1,92,116,2004,-37.79683,144.99586,Northern Metropolitan,4019,19975,Victoria Park Railway Station (Abbotsford),0.29,Clifton Hill Primary School,0.77,2017,6
9095,Ascot Vale,68 South St,3,h,1375000,2017/6/24,4.3,1,2,483,,,-37.7777,144.92512,Western Metropolitan,6567,20039,Ascot Vale Railway Station (Ascot Vale),0.39,Ascot Vale Primary School,0.39,2017,6
9096,Ascot Vale,97 The Crescent,3,h,1100000,2017/6/24,4.3,2,2,239,,,-37.77263,144.92045,Western Metropolitan,6567,20039,Ascot Vale Railway Station (Ascot Vale),0.32,Ascot Vale Primary School,0.53,2017,6
9097,Ashburton,103 Fakenham Rd,3,h,1850000,2017/6/24,10.2,2,2,720,,,-37.86286,145.09228,Southern Metropolitan,3052,19848,Ashburton Railway Station (Ashburton),0.97,Ashburton Primary School,0.76,2017,6
9098,Ashwood,4 Moore St,4,h,1425000,2017/6/24,10.2,1,2,778,,,-37.86301,145.11159,Southern Metropolitan,2894,19840,Jordanville Railway Station (Mount Waverley),1.18,Essex Heights Primary School,0.36,2017,6
9099,Avondale Heights,7A Downland Sq,4,h,773000,2017/6/24,9.5,2,2,344,235,2004,-37.75861,144.86687,Western Metropolitan,4502,20004,Albion Railway Station (Sunshine North),4.27,St Martin de Porres School,0.46,2017,6
9100,Balaclava,5a Rosamond St,3,h,1475000,2017/6/24,6.4,2,1,147,,,-37.86997,144.9908,Southern Metropolitan,2952,19956,Balaclava Railway Station (Balaclava),0.24,St Kilda Primary School,0.16,2017,6
9101,Balwyn North,22 Abbott St,2,h,1500000,2017/6/24,9.7,1,1,943,,,-37.79219,145.10214,Southern Metropolitan,7809,19896,Mont Albert Railway Station (Mont Albert),3.05,St Bridget's School,0.43,2017,6
9102,Balwyn North,3/4 Lemon Rd,2,u,682000,2017/6/24,9.7,1,1,140,,1970,-37.79334,145.10025,Southern Metropolitan,7809,19896,Mont Albert Railway Station (Mont Albert),2.94,St Bridget's School,0.39,2017,6
9103,Bayswater,7 Huxley Ct,4,h,1030000,2017/6/24,23.2,2,2,1094,197,,-37.85757,145.2615,Eastern Metropolitan,5030,19870,Bayswater Railway Station (Bayswater),1.86,Bayswater South Primary School,0.3,2017,6
9104,Bayswater North,65a Greenhill Rd,3,u,700000,2017/6/24,23.2,2,2,535,,,-37.82481,145.26519,Eastern Metropolitan,3598,19871,Heathmont Railway Station (Heathmont),1.86,Tinternvale Primary School,0.71,2017,6
9105,Bentleigh East,125 Bignell Rd,3,h,1410000,2017/6/24,13.8,2,3,722,736,,-37.93179,145.06957,Southern Metropolitan,10969,19937,Moorabbin Railway Station (Moorabbin),2.9,East Bentleigh Primary School,0.3,2017,6
9106,Bentleigh East,1/16 Brady Rd,3,t,817000,2017/6/24,13.8,1,2,332,,,-37.93462,145.06562,Southern Metropolitan,10969,19937,Moorabbin Railway Station (Moorabbin),2.54,East Bentleigh Primary School,0.33,2017,6
9107,Bentleigh East,10 Majdal St,3,h,1225000,2017/6/24,13.8,1,2,580,129,1950,-37.90984,145.08001,Southern Metropolitan,10969,19917,Oakleigh Railway Station (Oakleigh),1.28,Hughesdale Primary School,0.49,2017,6
9108,Brunswick West,27 Halpin St,3,h,1445000,2017/6/24,5.2,1,2,613,112,1950,-37.76883,144.94592,Northern Metropolitan,7082,19968,Brunswick Railway Station (Brunswick),1.21,Brunswick South West Primary School,0.29,2017,6
9109,Bundoora,5 Cole Ct,4,h,769000,2017/6/24,12.1,2,2,662,,,-37.69582,145.07639,Northern Metropolitan,10175,19984,Watsonia Railway Station (Watsonia),1.81,Watsonia North Primary School,0.63,2017,6
9110,Cheltenham,14 Tuck St,3,h,1199000,2017/6/24,17.9,2,2,552,,,-37.97069,145.05928,Southern Metropolitan,9758,19866,Cheltenham Railway Station (Cheltenham),0.61,Cheltenham Primary School,0.47,2017,6
9111,Cheltenham,61 Weatherall Rd,4,h,1500000,2017/6/24,17.9,2,3,724,,,-37.97076,145.04186,Southern Metropolitan,9758,19866,Cheltenham Railway Station (Cheltenham),1.2,Beaumaris North Primary School,0.6,2017,6
9112,Clayton,1/10 Morton St,3,u,780000,2017/6/24,16.7,2,1,318,103,2000,-37.91712,145.13625,South-Eastern Metropolitan,5837,22249,Clayton Railway Station (Clayton),1.62,John Monash Science School,0.74,2017,6
9113,Coburg,10 Jersey St,3,h,862500,2017/6/24,6.7,1,2,490,,,-37.73533,144.95303,Northern Metropolitan,11204,19964,Batman Railway Station (Coburg North),0.89,Coburg North Primary School,0.14,2017,6
9114,Coburg,17 Quarry Cct,4,h,1020000,2017/6/24,6.7,2,2,441,255,2002,-37.73572,144.97256,Northern Metropolitan,11204,19964,Batman Railway Station (Coburg North),0.89,Coburg High School,0.55,2017,6
9115,Coburg,34 Soudan St,2,h,996000,2017/6/24,6.7,1,1,476,97,1930,-37.73883,144.95321,Northern Metropolitan,11204,19965,Coburg Railway Station (Coburg),0.97,Coburg North Primary School,0.32,2017,6
9116,Collingwood,147 Easey St,2,h,1095000,2017/6/24,2,1,0,151,88,1900,-37.79853,144.99256,Northern Metropolitan,4553,19975,Victoria Park Railway Station (Abbotsford),0.18,Collingwood College,0.53,2017,6
9117,Craigieburn,7 Perisher Dr,3,h,425000,2017/6/24,20.6,2,2,263,165,2008,-37.57307,144.92513,Northern Metropolitan,15510,40221,Craigieburn Railway Station (Craigieburn),3.58,Mother Teresa School,0.71,2017,6
9118,Croydon,62 Croydon Rd,3,h,985500,2017/6/24,23,1,2,973,,,-37.78964,145.2829,Eastern Metropolitan,11925,19878,Croydon Railway Station (Croydon),0.68,Croydon Primary School,0.42,2017,6
9119,Croydon,22 Hull Rd,3,h,720000,2017/6/24,23,2,2,815,,,-37.7969,145.29274,Eastern Metropolitan,11925,19878,Croydon Railway Station (Croydon),1.08,Ruskin Park Primary School,0.38,2017,6
9120,Croydon,30 Hull Rd,4,h,860000,2017/6/24,23,3,2,907,170,1970,-37.79636,145.29351,Eastern Metropolitan,11925,19878,Croydon Railway Station (Croydon),1.14,Ruskin Park Primary School,0.37,2017,6
9121,Dallas,17 Hampden St,3,h,408500,2017/6/24,14,1,2,584,,,-37.67159,144.94522,Northern Metropolitan,2246,19960,Upfield Railway Station (Coolaroo),0.63,Dallas Brooks Community Primary School,0.33,2017,6
9122,Dallas,50 Kaniva St,3,h,310000,2017/6/24,14,1,1,595,,,-37.66648,144.93399,Northern Metropolitan,2246,44817,Coolaroo Railway Station (Coolaroo),0.93,Holy Child School,0.2,2017,6
9123,Deer Park,32 Kynoch St,4,h,650000,2017/6/24,14.8,2,2,709,,,-37.76336,144.7725,Western Metropolitan,6388,19982,Deer Park Railway Station (Deer Park),1.6,St Peter Chanel School,0.64,2017,6
9124,Deer Park,43 Poole St,3,h,716000,2017/6/24,14.8,1,2,693,,,-37.77371,144.76919,Western Metropolitan,6388,19982,Deer Park Railway Station (Deer Park),0.53,Deer Park West Primary School,0.46,2017,6
9125,Cheltenham,44 Eunice Dr,3,h,900000,2017/6/24,17.9,1,2,537,120,1965,-37.96388,145.07807,Southern Metropolitan,9758,19866,Cheltenham Railway Station (Cheltenham),2.09,Kingston Heath Primary School,0.15,2017,6
9126,Bundoora,74 Arthur St,3,h,796000,2017/6/24,12.1,2,2,534,,,-37.69852,145.04836,Northern Metropolitan,10175,20008,Keon Park Railway Station (Thomastown),3.24,Norris Bank Primary School,0.67,2017,6
9127,Cheltenham,4 Allnutt Ct,3,h,800000,2017/6/24,17.9,1,1,366,121,1970,-37.96877,145.07484,Southern Metropolitan,9758,19865,Mentone Railway Station (Mentone),1.69,Cheltenham East Primary School,0.69,2017,6
9128,Bundoora,33 Jacqueline Rd,3,h,690000,2017/6/24,12.1,1,2,513,,,-37.69548,145.07377,Northern Metropolitan,10175,19984,Watsonia Railway Station (Watsonia),1.94,Concord School,0.73,2017,6
9129,Burwood,13 Elizabeth St,3,h,1325000,2017/6/24,10.4,1,1,756,,,-37.85683,145.09635,Southern Metropolitan,5678,19848,Ashburton Railway Station (Ashburton),1.44,St Benedict's School,0.82,2017,6
9130,Burwood,20 Pearce St,3,h,1052000,2017/6/24,10.4,1,0,801,,,-37.85541,145.12836,Southern Metropolitan,5678,19875,Mount Waverley Railway Station (Mount Waverley),2.21,St Scholastica's School,0.47,2017,6
9131,Camberwell,19/995 Burke Rd,2,u,555000,2017/6/24,7.7,1,1,2685,,,-37.82277,145.0581,Southern Metropolitan,8920,19853,Camberwell Railway Station (Camberwell),0.43,Camberwell Girls Grammar School,0.53,2017,6
9132,Canterbury,3/900 Burke Rd,3,t,1381000,2017/6/24,8.4,2,2,230,,,-37.81653,145.05971,Southern Metropolitan,3265,19853,Camberwell Railway Station (Camberwell),1.12,Camberwell Girls Grammar School,0.19,2017,6
9133,Carlton,254 Elgin St,3,h,1000000,2017/6/24,1.6,1,0,96,80,1910,-37.79674,144.96563,Northern Metropolitan,6786,19842,Melbourne Central Railway Station (Melbourne City),1.49,Carlton Primary School,0.44,2017,6
9134,Carlton,2/42 Grattan Pl,2,u,720000,2017/6/24,1.6,1,1,3481,,,-37.80087,144.96622,Northern Metropolitan,6786,19842,Melbourne Central Railway Station (Melbourne City),1.06,Carlton Gardens Primary School,0.32,2017,6
9135,Carlton North,454 Canning St,3,h,1717500,2017/6/24,3.5,1,0,202,,,-37.78621,144.97512,Northern Metropolitan,3106,20019,Rushall Railway Station (Fitzroy North),1.56,Fitzroy Community School,0.53,2017,6
9136,Carlton North,771 Rathdowne St,3,h,1950000,2017/6/24,3.5,1,1,309,,,-37.78659,144.97211,Northern Metropolitan,3106,19969,Jewell Railway Station (Brunswick),1.75,Carlton North Primary School,0.5,2017,6
9137,Carnegie,31A Gnarwyn Rd,2,t,817500,2017/6/24,10.1,1,1,292,,,-37.89431,145.05902,Southern Metropolitan,7822,19919,Murrumbeena Railway Station (Murrumbeena),0.86,Carnegie Primary School,0.56,2017,6
9138,Caulfield North,7 Wilks St,3,h,1520000,2017/6/24,7.8,2,2,426,,,-37.86323,145.01428,Southern Metropolitan,6923,19945,Armadale Railway Station (Armadale),0.88,The King David School,0.65,2017,6
9139,Caulfield South,25 Gardenvale Rd,4,h,1700000,2017/6/24,8.7,2,2,627,185,1925,-37.89918,145.01679,Southern Metropolitan,5051,19953,Gardenvale Railway Station (Brighton),1.14,Gardenvale Primary School,0.63,2017,6
9140,Caulfield South,485 Hawthorn Rd,2,h,960000,2017/6/24,8.7,1,3,294,,,-37.89542,145.02057,Southern Metropolitan,5051,19953,Gardenvale Railway Station (Brighton),1.45,Japanese School of Melbourne,0.35,2017,6
9141,Cheltenham,17 Barclay Dr,3,h,877000,2017/6/24,17.9,1,2,533,135,1965,-37.96257,145.08252,Southern Metropolitan,9758,19866,Cheltenham Railway Station (Cheltenham),2.5,Kingston Heath Primary School,0.3,2017,6
9142,Lalor,78 French St,2,h,685000,2017/6/24,16.3,1,2,766,,,-37.66986,145.02048,Northern Metropolitan,8279,20006,Lalor Railway Station (Lalor),0.53,St Luke's School,0.32,2017,6
9143,Craigieburn,27 Kensley Cct,4,h,492000,2017/6/24,20.6,2,2,479,166,2009,-37.57005,144.91909,Northern Metropolitan,15510,40221,Craigieburn Railway Station (Craigieburn),4.13,Newbury Primary School,0.85,2017,6
9144,Lalor,1/11 Maxwell St,2,h,511500,2017/6/24,16.3,1,2,416,93,1960,-37.67096,145.02445,Northern Metropolitan,8279,20006,Lalor Railway Station (Lalor),0.86,Lalor Primary School,0.13,2017,6
9145,South Melbourne,14 Ward St,3,h,1700000,2017/6/24,1.9,1,1,118,,,-37.83347,144.95692,Southern Metropolitan,5943,20043,Southern Cross Railway Station (Melbourne City),1.73,Galilee Regional Catholic Primary School,0.35,2017,6
9146,South Yarra,108/32 Bray St,2,u,470000,2017/6/24,2.7,1,1,1890,,,-37.84446,144.99552,Southern Metropolitan,14887,19947,Hawksburn Railway Station (South Yarra),0.58,Kamaruka,0.73,2017,6
9147,South Yarra,6/90 Clowes St,2,u,945000,2017/6/24,2.7,1,1,708,,1970,-37.83041,144.98494,Southern Metropolitan,14887,22247,Richmond Railway Station (Richmond),0.84,Melbourne Girls Grammar,0.14,2017,6
9148,South Yarra,348 Punt Rd,3,h,900000,2017/6/24,2.7,1,1,119,,,-37.8414,144.98608,Southern Metropolitan,14887,19959,South Yarra Railway Station (South Yarra),0.64,South Yarra Primary School,0.04,2017,6
9149,South Yarra,24 Tivoli Rd,3,h,1810000,2017/6/24,2.7,2,2,273,,,-37.8386,144.99852,Southern Metropolitan,14887,19959,South Yarra Railway Station (South Yarra),0.54,Kamaruka,0.1,2017,6
9150,Spotswood,1 Bernard St,3,h,785000,2017/6/24,6.2,1,2,343,,,-37.83187,144.88966,Western Metropolitan,1223,19995,Spotswood Railway Station (Spotswood),0.36,Spotswood Primary School,0.71,2017,6
9151,Springvale,5 Sullivan St,3,h,770000,2017/6/24,20.8,1,1,606,,,-37.93861,145.15351,South-Eastern Metropolitan,7412,19913,Springvale Railway Station (Springvale),1.21,Minaret College,0.43,2017,6
9152,St Albans,63 Lovell Dr,3,h,600000,2017/6/24,14,1,3,565,,,-37.76454,144.80611,Western Metropolitan,14042,20003,Ginifer Railway Station (St Albans),0.68,Holy Eucharist School,1.02,2017,6
9153,St Kilda,3 Mitford Pl,4,h,1650000,2017/6/24,5,2,2,268,,,-37.87294,144.98118,Southern Metropolitan,13240,19956,Balaclava Railway Station (Balaclava),1.15,Yesodei HaTorah College,0.21,2017,6
9154,Strathmore,164 Mascoma St,3,h,883000,2017/6/24,8.2,1,1,534,,,-37.719,144.90634,Western Metropolitan,3284,20033,Oak Park Railway Station (Oak Park),1.34,Oak Park Primary School,0.86,2017,6
9155,Strathmore,140 Woodland St,3,h,1650000,2017/6/24,8.2,3,2,698,,,-37.74246,144.92074,Western Metropolitan,3284,20036,Glenbervie Railway Station (Essendon),0.53,St Vincent de Paul's School,0.3,2017,6
9156,Sunshine West,7 Arnold St,4,h,780000,2017/6/24,10.5,2,2,696,199,1999,-37.78647,144.81319,Western Metropolitan,6763,20020,Ardeer Railway Station (Ardeer),1.04,St Paul's School,0.51,2017,6
9157,Sunshine West,1/41 Bardsley St,3,u,518000,2017/6/24,10.5,1,1,322,,,-37.79209,144.82024,Western Metropolitan,6763,22241,Sunshine Railway Station (Sunshine),1.18,Sunshine Heights Primary School,0.18,2017,6
9158,Surrey Hills,430 Whitehorse Rd,3,h,1050000,2017/6/24,10.2,2,2,444,,,-37.81411,145.09055,Southern Metropolitan,5457,19894,Chatham Railway Station (Surrey Hills),1.15,St Paul's College Balwyn,0.38,2017,6
9159,Taylors Lakes,2 Glover Ct,4,h,716000,2017/6/24,15.5,2,2,684,,,-37.69274,144.76971,Western Metropolitan,5336,22244,Watergardens Railway Station (Sydenham),1.01,Catholic Regional College Institute of Training,0.72,2017,6
9160,Templestowe,6 Annan Pl,4,h,1450000,2017/6/24,15.5,2,2,883,300,2005,-37.76255,145.16233,Eastern Metropolitan,6202,19987,Eltham Railway Station (Eltham),5.6,St Charles Borromeo School,0.95,2017,6
9161,Seddon,36 Bayview Rd,3,h,1085000,2017/6/24,5.1,1,1,297,211,1920,-37.80828,144.8856,Western Metropolitan,2417,20023,West Footscray Railway Station (West Footscray),0.73,St Augustine's School,0.71,2017,6
9162,Scoresby,147 George St,3,h,833800,2017/6/24,22.2,1,0,730,,,-37.88919,145.21629,Eastern Metropolitan,2206,19873,Glen Waverley Railway Station (Glen Waverley),4.89,St Jude the Apostle School,0.85,2017,6
9163,Reservoir,4/43 St Vigeons Rd,1,u,365000,2017/6/24,12,1,1,113,,,-37.70717,145.02643,Northern Metropolitan,21650,20009,Ruthven Railway Station (Reservoir),1.49,Reservoir Views Primary School,0.37,2017,6
9164,Reservoir,1/65 Thackeray Rd,2,u,470000,2017/6/24,12,1,1,73,,,-37.72128,145.00995,Northern Metropolitan,21650,20010,Reservoir Railway Station (Reservoir),0.55,St Gabriel's School,0.56,2017,6
9165,Richmond,7/129 Hoddle St,2,u,890500,2017/6/24,2.4,2,2,180,123,1940,-37.81443,144.99079,Northern Metropolitan,14949,19978,West Richmond Railway Station (Richmond),0.08,Richmond West Primary School,0.44,2017,6
9166,Richmond,15/104 Rowena Pde,1,u,355000,2017/6/24,2.4,1,0,1082,,1970,-37.8211,144.99549,Northern Metropolitan,14949,22247,Richmond Railway Station (Richmond),0.57,Melbourne Indigenous Transition School,0.57,2017,6
9167,Richmond,15 The Crofts,3,h,1300000,2017/6/24,2.4,1,0,200,,,-37.8196,144.99101,Northern Metropolitan,14949,22247,Richmond Railway Station (Richmond),0.5,Melbourne Indigenous Transition School,0.15,2017,6
9168,Richmond,4/12 Woodlawn St,2,u,717000,2017/6/24,2.4,1,0,316,,,-37.82295,144.99146,Northern Metropolitan,14949,22247,Richmond Railway Station (Richmond),0.17,Melbourne Indigenous Transition School,0.43,2017,6
9169,Richmond,18 Yorkshire St,3,h,1530000,2017/6/24,2.4,1,2,187,,1900,-37.83199,144.99909,Northern Metropolitan,14949,19907,East Richmond Railway Station (Richmond),0.65,Richmond Primary School,0.27,2017,6
9170,Ringwood,6 Ford St,3,h,1291000,2017/6/24,19.9,2,2,776,,,-37.81685,145.2353,Eastern Metropolitan,7785,19902,Ringwood Railway Station (Ringwood),0.53,Our Lady of Perpetual Help School,0.28,2017,6
9171,Ringwood,132 Wonga Rd,3,h,1085000,2017/6/24,19.9,2,2,921,,1980,-37.78649,145.24836,Eastern Metropolitan,7785,19879,Ringwood East Railway Station (Ringwood East),2.84,Kalinda Primary School,0.65,2017,6
9172,Ringwood North,28 Through Rd,3,h,750000,2017/6/24,19.9,1,1,446,114,1955,-37.7987,145.23032,Eastern Metropolitan,3619,19902,Ringwood Railway Station (Ringwood),1.89,Ringwood North Primary School,0.62,2017,6
9173,Ripponlea,84 Brighton Rd,2,h,1005000,2017/6/24,7.2,2,2,290,,,-37.87726,144.99336,Southern Metropolitan,821,19955,Ripponlea Railway Station (Ripponlea),0.22,Elwood Primary School,0.64,2017,6
9174,Rowville,71 Kellbourne Dr,4,h,860000,2017/6/24,23.5,2,0,725,196,1985,-37.9088,145.26319,South-Eastern Metropolitan,11667,19868,Ferntree Gully Railway Station (Ferntree Gully),4.13,Karoo Primary School,0.39,2017,6
9175,Sandringham,26 Regent Ct,4,h,1770000,2017/6/24,15.2,2,2,463,233,1998,-37.95877,145.02701,Southern Metropolitan,4497,19872,Highett Railway Station (Highett),1.74,Sandringham College,0.42,2017,6
9176,Templestowe,19 Dena Ct,4,h,1860000,2017/6/24,15.5,3,3,682,315,1995,-37.7572,145.15456,Eastern Metropolitan,6202,19987,Eltham Railway Station (Eltham),4.9,Templestowe Park Primary School,1,2017,6
9177,Templestowe Lower,23 Gertrude St,4,h,1352000,2017/6/24,12.4,2,3,725,,,-37.76472,145.10261,Eastern Metropolitan,5420,19935,Heidelberg Railway Station (Heidelberg),3.79,Bulleen Heights School,0.68,2017,6
9178,Wheelers Hill,7 Darvell Cl,4,h,1272000,2017/6/24,16.7,2,2,733,,,-37.91293,145.20079,South-Eastern Metropolitan,7392,19873,Glen Waverley Railway Station (Glen Waverley),5.04,St Justin's School,1.05,2017,6
9179,Windsor,27 Hornby St,2,h,957500,2017/6/24,4.6,1,1,136,58,1892,-37.85542,144.99571,Southern Metropolitan,4380,19957,Windsor Railway Station (Windsor),0.33,Windsor Primary School,0.21,2017,6
9180,Windsor,16 Wrexham Rd,3,h,2080000,2017/6/24,4.6,2,2,754,177.8,1905,-37.85679,145.00089,Southern Metropolitan,4380,19957,Windsor Railway Station (Windsor),0.78,St Mary's School,0.38,2017,6
9181,Yallambie,3 Sirius Ct,3,h,852000,2017/6/24,12.7,2,2,629,139.4,1990,-37.73058,145.08705,Northern Metropolitan,1369,19983,Macleod Railway Station (Macleod),1.66,Viewbank Primary School,0.53,2017,6
9182,Ascot Vale,103b Maribyrnong Rd,3,u,819000,2017/6/24,4.3,2,1,166,,,-37.7719,144.91565,Western Metropolitan,6567,20039,Ascot Vale Railway Station (Ascot Vale),0.66,St Mary's School,0.44,2017,6
9183,Ascot Vale,75B Bloomfield Rd,3,h,1010000,2017/6/24,4.3,2,1,150,125,1990,-37.77639,144.91666,Western Metropolitan,6567,20039,Ascot Vale Railway Station (Ascot Vale),0.47,St Mary's School,0.55,2017,6
9184,Altona,29 Seves St,3,h,1280000,2017/6/24,11,1,1,798,,,-37.86677,144.83722,Western Metropolitan,5301,19927,Seaholme Railway Station (Seaholme),0.35,Seaholme Primary School,0.37,2017,6
9185,Altona,2 Finch St,3,h,1020000,2017/6/24,11,1,2,570,,,-37.87028,144.80749,Western Metropolitan,5301,19925,Westona Railway Station (Altona),0.78,Mount St Joseph Girls' College,0.8,2017,6
9186,Alphington,10/14 Yarralea St,1,h,330000,2017/6/24,5.7,1,1,60,40,1970,-37.78469,145.03239,Northern Metropolitan,2211,19931,Alphington Railway Station (Alphington),0.71,Alphington Primary School,0.13,2017,6
9187,Alphington,1 Shiers St,4,h,1800000,2017/6/24,5.7,1,2,605,,,-37.77474,145.03012,Northern Metropolitan,2211,19931,Alphington Railway Station (Alphington),0.42,Mary Immaculate School,0.82,2017,6
9188,Albert Park,354 Montague St,3,h,1800000,2017/6/24,3,1,1,130,,,-37.842,144.95601,Southern Metropolitan,3280,20043,Southern Cross Railway Station (Melbourne City),2.65,Albert Park Primary School,0.29,2017,6
